nursery_id,item_code,common_name,scientific_name,description,container_size,container_type,quantity_available,wholesale_price,retail_price,location_code,category,plant_type,flower_color,published_height,published_spread,picture_1_url,sun_requirements,water_requirements,hardiness_zone,native_status,availability_date,notes
CHERRYLAKE,ILEATEATC015,Eagleston CT,,"8' X 2.5' X 1.25"" /",15,Gallon,138,72.0,,FA,Holly Clear Trunk,Tree,,8',2.5',https://cherrylake.com/images/web_photos/ileateatc015_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILEATEATC030,Eagleston CT,Ilex x attenuata 'Eagleston' CT,"9' X 3' X 2"" / Full canopy, good branching",30,Gallon,867,150.0,,FA,Holly Clear Trunk,Tree,,9',3',https://cherrylake.com/images/web_photos/ileateatc030_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILEATEATC045,Eagleston CT,Ilex x attenuata 'Eagleston' CT,"12' X 2' X 2.5"" / Good branching, consistent height",45,Gallon,671,276.0,,FA,Holly Clear Trunk,Tree,,12',2',https://cherrylake.com/images/web_photos/ileateatc045_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILECA00FC030,Holly Dahoon FTG,,"9' X 4' X 1.75"" /",30,Gallon,2,148.0,,FA,Shrub,Tree,,9',4',https://cherrylake.com/images/web_photos/ileca00fc030_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILECA00TC045,Dahoon CT,Ilex  cassine CT,"12' X 3.5' X 2"" /",45,Gallon,33,0.0,,FA,Holly Clear Trunk (4.5 - 6'),Tree,,12',3.5',https://cherrylake.com/images/web_photos/ileca00tc045_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,ILECANAFC030,Dahoon Nativa™ FTG,Ilex cassine 'Nativa',"8' X 3' X 2"" / Medium-large voids",30,Gallon,209,135.0,,FA,Shrub,Tree,,8',3',https://cherrylake.com/images/web_photos/ilecanafc030_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILECANATC030,Dahoon Nativa™ CT,Ilex cassine 'Nativa',"10' X 4' X 2"" / Bowed trunk, small- medium voids",30,Gallon,208,150.0,,FA,Holly Clear Trunk,Tree,,10',4',https://cherrylake.com/images/web_photos/ilecanatc030_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILECANATC030,Dahoon Nativa™ CT,Ilex cassine 'Nativa',"10' X 4' X 1.75"" / Small-medium voids, bowed trunk",30,Gallon,450,125.0,,FP,Holly Clear Trunk,Tree,,10',4',https://cherrylake.com/images/web_photos/ilecanatc030_p_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILECANATC045,Dahoon Nativa™ CT,Ilex cassine 'Nativa',"12' X 3.5' X 2.5"" / consistent height",45,Gallon,243,320.0,,FA,Holly Clear Trunk,Tree,,12',3.5',https://cherrylake.com/images/web_photos/ilecanatc045_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILECOBDFX007,Holly Burford Dwarf,Ilex cornuta 'Burfordii' Dwarf FTG,"24"" X 18"" X 0"" /",7,Gallon,170,22.0,,FA,Shrub,Shrub,,"24""","18""",https://cherrylake.com/images/web_photos/ilecobdfx007_a_1.jpg,Variable,Medium,,Non-native,,Origin: East Asia
CHERRYLAKE,ILECOBDFC015,Burford Dwarf FTG,,"4.5' X 2.5' X 0"" / Consistent height",15,Gallon,126,60.0,,FA,Shrub,Tree,,4.5',2.5',https://cherrylake.com/images/web_photos/ilecobdfc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,ILECOBDFX003,Holly Burford Dwarf,Ilex cornuta 'Burfordii' Dwarf FTG,"12"" X 12"" X 0"" /",3,Gallon,338,6.79,,FA,Shrub,Shrub,,"12""","12""",https://cherrylake.com/images/web_photos/ilecobdfx003_a_1.jpg,Variable,Medium,,Non-native,,Origin: East Asia
CHERRYLAKE,ILECOBDFX003,Holly Burford Dwarf,Ilex cornuta 'Burfordii' Dwarf FTG,"12"" X 12"" X 0"" /",3,Gallon,62,6.11,,FP,Shrub,Shrub,,"12""","12""",https://cherrylake.com/images/web_photos/ilecobdfx003_p_1.jpg,Variable,Medium,,Non-native,,"Availability: Limited Qty, Origin: East Asia"
CHERRYLAKE,ILEHYNSFBB08,Nellie R. Stevens,Ilex  x hybrida,"8' X 3' X 0"" / Consistent height","08""",Ball & Burlap,11,325.0,,FA,Shrub,Tree,,8',4',https://cherrylake.com/images/web_photos/ilehynsfbb08_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,ILEHYNSFC015,Nellie R. Stevens FTG,Ilex  x hybrida  'Nellie R. Stevens' FTG,"5' X 2.5' X 0"" / Consistent in height and spread.",15,Gallon,137,69.55,,FA,Shrub,Tree,,5',2.5',https://cherrylake.com/images/web_photos/ilehynsfc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,ILEHYNSFC030,Nellie R. Stevens FTG,Ilex x hybrida 'Nellie R. Stevens' FTG,"6' X 3' X 0"" / Consistent height",30,Gallon,127,145.0,,FA,Shrub,Tree,,6',3',https://cherrylake.com/images/web_photos/ilehynsfc030_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,ILEHYOLFC015,Oakleaf FTG,Ilex x hybrida ‘Conaf’ / Oakleaf™ FTG,"5.5' X 2.5' X 1"" / Consistent height",15,Gallon,108,73.0,,FA,Shrub,Tree,,5.5',2.5',https://cherrylake.com/images/web_photos/ilehyolfc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,ILEHYOLFC030,Oakleaf FTG,,"6' X 3.5' X 0"" /",30,Gallon,90,149.58,,FA,Shrub,Tree,,6',3.5',https://cherrylake.com/images/web_photos/ilehyolfc030_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,ILEHYROFC015,Robin FTG,,"5.5' X 2.5' X 0"" /",15,Gallon,54,70.0,,FA,Shrub,Tree,,5.5',2.5',https://cherrylake.com/images/web_photos/ilehyrofc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,ILEHYROFC030,Robin FTG,Ilex x hybrida ‘Conin’ / Robin™ FTG,"6' X 3' X 0"" /",30,Gallon,17,145.0,,FA,Shrub,Tree,,6',3',https://cherrylake.com/images/web_photos/ilehyrofc030_a_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,ILEHYROFC030,Robin FTG,Ilex x hybrida ‘Conin’ / Robin™ FTG,"6' X 3' X 0"" / Inconsistent high",30,Gallon,5,108.75,,FD,Shrub,Tree,,6',3',https://cherrylake.com/images/web_photos/ilehyrofc030_d_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,ILEVOPEFC030,Yaupon Weeping  'Pendula' FTG,,"6' X 3' X 0"" / Consistent height",30,Gallon,141,150.93,,FA,Shrub,Tree,,6',3',https://cherrylake.com/images/web_photos/ilevopefc030_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILEVOPHFC045,Yaupon Upright  'Pride of Houston' FTG,Ilex vomitoria 'Pride of Houston',"8' X 4' X 0"" / Consistent high",45,Gallon,84,230.0,,FA,Shrub,Tree,,8',4',https://cherrylake.com/images/web_photos/ilevophfc045_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILEVOPHFC030,Yaupon Upright  'Pride of Houston' FTG,Ilex vomitoria 'Pride of Houston',"6' X 3' X 0"" / Consistent height",30,Gallon,105,135.0,,FA,Shrub,Tree,,6',3',https://cherrylake.com/images/web_photos/ilevophfc030_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILEVOPHFC030,Yaupon Upright  'Pride of Houston' FTG,Ilex vomitoria 'Pride of Houston',,30,Gallon,0,135.0,,CSP,Shrub,Tree,,,,https://cherrylake.com/images/web_photos/ilevophfc030_p_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILEVOSCFX003,Holly 'Schilling's Dwarf',Ilex vomitoria 'Schilling's Dwarf',"10"" X 12"" X 0"" /",3,Gallon,0,5.95,,FA,Shrub,Shrub,,"10""","12""",https://cherrylake.com/images/web_photos/ilevoscfx003_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILLPA00FX007,Anise 'Ocala',Illicium parviflorum 'Ocala',"24"" X 18"" X 0"" /",7,Gallon,89,23.55,,FA,Shrub,Shrub,,"24""","18""",https://cherrylake.com/images/web_photos/illpa00fx007_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,ILLPA00FC015,Anise 'Ocala',Illicium parviflorum 'Ocala',"5' X 2.5' X 0"" /",15,Gallon,58,60.0,,FA,Anise,Tree,,5',2.5',https://cherrylake.com/images/web_photos/illpa00fc015_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,IXOCONGFX003,Ixora 'Nora Grant' FTG,,"16"" X 16"" X 0"" /",1,Gallon,5,6.4,,FA,Shrub,Shrub,,"16""","16""",https://cherrylake.com/images/web_photos/ixocongfx003_a_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,IXOCOPRFX003,Ixora 'Petite Red',Ixora coccinea 'Petite Red' FTG,"16"" X 14"" X 0"" /",3,Gallon,180,5.49,,FA,Shrub,Shrub,,"16""","14""",https://cherrylake.com/images/web_photos/ixocoprfx003_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JAC0000TBB12,Jacaranda,,"0' X 0' X 0"" / *NON-CORE* /","12""",Ball & Burlap,4,115.0,,FA,JACARANDA,Tree,,10 - 12',6',https://cherrylake.com/images/web_photos/jac0000tbb12_a_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty.
CHERRYLAKE,JATIN00TC015,Jatropha STD,Jatropha integerrima,"7.5' X 3' X 1"" /",15,Gallon,63,72.57,,FA,Jatropha,Tree,,7.5',3',https://cherrylake.com/images/web_photos/jatin00tc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHBPFC015,Juniper Blue Point FTG,Juniperus chinensis 'Blue Point' FTG,"4' X 2' X 0"" / Consistent in shape and spread.",15,Gallon,39,68.0,,FA,Tree,Tree,,4',2',https://cherrylake.com/images/web_photos/junchbpfc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHPAFX003,Juniper Parsonii,Juniperus chinensis 'Parsonii' FTG,"8"" X 12"" X 0"" /",3,Gallon,206,4.35,,FA,Groundcover,Shrub,,"8""","12""",https://cherrylake.com/images/web_photos/junchpafx003_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHPAFX003,Juniper Parsonii,Juniperus chinensis 'Parsonii' FTG,"10"" X 12"" X 0"" /",3,Gallon,854,3.75,,FP,Groundcover,Shrub,,"10""","12""",https://cherrylake.com/images/web_photos/junchpafx003_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHSPFC003,Juniper Spartan FTG,,,1,Gallon,836,20.0,,FA,Tree,Tree,,,,https://cherrylake.com/images/web_photos/junchspfc003_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHSPFC015,Juniper Spartan FTG,Juniperus chinensis  'Spartan' FTG,"6' X 3' X 0"" / Full around consistency in spread.",15,Gallon,40,75.0,,FA,Tree,Tree,,6',3',https://cherrylake.com/images/web_photos/junchspfc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHSPFC015,Juniper Spartan FTG,Juniperus chinensis  'Spartan' FTG,"5' X 4' X 0"" / Units per truck 400 Min order qty 100",15,Gallon,0,53.0,,CSP,Tree,Tree,,5',4',https://cherrylake.com/images/web_photos/junchspfc015_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHSPFC030,Juniper Spartan FTG,Juniperus chinensis 'Spartan' FTG,"8' X 3' X 2"" / Good branching",30,Gallon,411,260.0,,FA,Tree,Tree,,8',3',https://cherrylake.com/images/web_photos/junchspfc030_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHSPFC030,Juniper Spartan FTG,Juniperus chinensis 'Spartan' FTG,"8' X 4' X 1.75"" / Bowed near bottom",30,Gallon,27,174.75,,FD,Tree,Tree,,8',4',https://cherrylake.com/images/web_photos/junchspfc030_d_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHSPFC045,Juniper Spartan FTG,Juniperus chinensis 'Spartan' FTG,"10' X 4' X 2.5"" / full canopy",45,Gallon,510,295.0,,FA,Tree,Tree,,10',4',https://cherrylake.com/images/web_photos/junchspfc045_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHSPFC045,Juniper Spartan FTG,Juniperus chinensis 'Spartan' FTG,"10' X 4' X 2.5"" / Consistent high",45,Gallon,166,225.0,,FP,Tree,Tree,,10',4',https://cherrylake.com/images/web_photos/junchspfc045_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHTOFC003,"Juniper, Torulosa",,,3,Gallon,514,20.0,,FA,Shrub,Tree,,,,https://cherrylake.com/images/web_photos/junchtofc003_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNCHTOFC003,"Juniper, Torulosa",,"27' X 8' X 0"" / *NON-CORE* /",3,Gallon,46,0.0,,FD,Shrub,Tree,,27',8',https://cherrylake.com/images/web_photos/junchtofc003_d_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,JUNCHTOFC030,Juniper Hollywood Torulosa FTG,Juniperus chinensis 'Torulosa' FTG,"8' X 3' X 2"" / Consistent height",30,Gallon,0,105.0,,FA,Tree,Tree,,8',3',https://cherrylake.com/images/web_photos/junchtofc030_a_1.jpg,Variable,Medium,,Unknown,,Availability: Oct-25
CHERRYLAKE,JUNCHTOFC030,Juniper Hollywood Torulosa FTG,Juniperus chinensis 'Torulosa' FTG,"5' X 4' X 0"" / Severe bows at the bottom, medium size voids, inconsistent hight, loose rootball",30,Gallon,5,66.75,,FD,Tree,Tree,,5',4',https://cherrylake.com/images/web_photos/junchtofc030_d_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,JUNSI00FBB10,Southern Red Cedar (RPG),Juniperus silicicola,"9' X 4.5' X 0"" /","10""",Ball & Burlap,4,307.0,,FA,Tree,Tree,,10',5',https://cherrylake.com/images/web_photos/junsi00fbb10_a_1.jpg,Variable,Medium,,Native,,Availability: Limited Qty.
CHERRYLAKE,JUNSI00FBB12,Southern Red Cedar (RPG),Juniperus silicicola,"0' X 0' X 0"" / NOT  pre dug.  yet 09","12""",Ball & Burlap,3,353.0,,FA,Tree,Tree,,12',6',https://cherrylake.com/images/web_photos/junsi00fbb12_a_1.jpg,Variable,Medium,,Native,,Availability: Limited Qty.
CHERRYLAKE,JUNSI00FC003,Juniper Southern Red Cedar FTG,Juniperus silicicola,,1,Gallon,724,0.0,,FA,Tree,Tree,,,,https://cherrylake.com/images/web_photos/junsi00fc003_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,JUNSI00FC015,Southern Red Cedar,Juniperus silicicola,"5' X 2' X 0"" / *NON-CORE* / Units per truck 400 Min order qty 100",15,Gallon,0,53.0,,CSP,NEEDLED EVERGREEN,Tree,,5',2',https://cherrylake.com/images/web_photos/junsi00fc015_p_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,JUNSI00FC030,Southern Red Cedar,Juniperus silicicola,"8' X 3' X 2"" / Consistent structure",30,Gallon,227,165.0,,FA,NEEDLED EVERGREEN,Tree,,8',3',https://cherrylake.com/images/web_photos/junsi00fc030_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,JUNSI00FC045,Southern Red Cedar,Juniperus silicicola,"9' X 4' X 2.5"" / Leaning trunks, trees without guiding branches",45,Gallon,4,175.5,,FD,NEEDLED EVERGREEN,Tree,,9',4',https://cherrylake.com/images/web_photos/junsi00fc045_d_1.jpg,Variable,Medium,,Native,,Availability: Limited Qty
CHERRYLAKE,JUNVI00FC015,Eastern Red Cedar FTG,,"6' X 3' X 0"" / Most consistent in height and spread.",15,Gallon,85,60.0,,FA,Tree,Tree,,6',3',https://cherrylake.com/images/web_photos/junvi00fc015_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,JUNVIBRFC003,Juniper Eastern Red Cedar 'Brodie' FTG,,,1,Gallon,632,10.0,,FA,Tree,Tree,,,,https://cherrylake.com/images/web_photos/junvibrfc003_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,JUNVIBRFC015,Eastern Red Cedar 'Brodie' FTG,Juniperus virginiana 'Brodie' FTG,"6.5' X 2.5' X 0"" / Full all around most consistent in height.",15,Gallon,51,60.0,,FA,Tree,Tree,,6.5',2.5',https://cherrylake.com/images/web_photos/junvibrfc015_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,JUNVIBRFC015,Eastern Red Cedar 'Brodie' FTG,Juniperus virginiana 'Brodie' FTG,"5' X 3' X 0"" / Units per truck 350 Min order qty 88",15,Gallon,0,65.0,,CSP,Tree,Tree,,5',3',https://cherrylake.com/images/web_photos/junvibrfc015_p_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,JUNVIBRFC030,Eastern Red Cedar 'Brodie' FTG,Juniperus virginiana 'Brodie' FTG,"8' X 2.5' X 0"" / Consistent height",30,Gallon,38,135.0,,FA,Tree,Tree,,8',2.5',https://cherrylake.com/images/web_photos/junvibrfc030_a_1.jpg,Variable,Medium,,Native,,
CHERRYLAKE,JUNVIBRFC030,Eastern Red Cedar 'Brodie' FTG,Juniperus virginiana 'Brodie' FTG,"8' X 2' X 0"" / Medium voids",30,Gallon,3,125.0,,FD,Tree,Tree,,8',2',https://cherrylake.com/images/web_photos/junvibrfc030_d_1.jpg,Variable,Medium,,Native,,Availability: Limited Qty
CHERRYLAKE,JUNVIBRFC045,Juniper Eastern Red Cedar 'Brodie',Juniperus virginiana 'Brodie' FTG,"9' X 4' X 0"" /",45,Gallon,29,295.0,,FA,Tree,Tree,,9',4',https://cherrylake.com/images/web_photos/junvibrfc045_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFAMUMBB14,Crape Myrtle Muskogee MT,,"14' X 0' X 0"" / *NON-CORE* /",1,Gallon,1,311.2,,FD,Tree,Tree,,,,https://cherrylake.com/images/web_photos/lagfamumbb14_d_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty.
CHERRYLAKE,LAGFAMUMC015,Muskogee MT (Lavender),Lagerstroemia x fauriei 'Muskogee' MT,"7' X 3' X 0"" / Consistent good branch structure.",15,Gallon,0,53.0,,FA,Tree,Tree,,7',3',https://cherrylake.com/images/web_photos/lagfamumc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFAMUMC030,Muskogee MT (Lavender),Lagerstroemia x fauriei 'Muskogee' MT,"10.5' X 3.5' X 1.5"" / good branching,and consistent height. Defoliating.",30,Gallon,0,125.0,,FA,Tree,Tree,,10.5',3.5',https://cherrylake.com/images/web_photos/lagfamumc030_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFAMUMC045,Muskogee MT (Lavender),Lagerstroemia x fauriei 'Muskogee' MT,"13' X 5' X 1.25"" / Consistent height and spread flushing.",45,Gallon,444,206.0,,FA,Tree,Tree,,13',5',https://cherrylake.com/images/web_photos/lagfamumc045_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFAMUMC045,Muskogee MT (Lavender),Lagerstroemia x fauriei 'Muskogee' MT,"13' X 5' X 0"" / Consistent height and spread flushing.",45,Gallon,92,150.0,,FP,Tree,Tree,,13',5',https://cherrylake.com/images/web_photos/lagfamumc045_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFAMUSC015,Muskogee STD (Lavender),Lagerstroemia  x fauriei,"10' X 2.5' X 1.75"" / Consistent height",15,Gallon,24,58.82,,FA,Tree,Tree,,10',2.5',https://cherrylake.com/images/web_photos/lagfamusc015_a_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,LAGFAMUSC030,Muskogee STD (Lavender),Lagerstroemia x fauriei 'Muskogee' STD,"9' X 3' X 2"" / bowed trunks, consistent height",30,Gallon,260,160.0,,FA,Tree,Tree,,9',3',https://cherrylake.com/images/web_photos/lagfamusc030_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFAMUSC030,Muskogee STD (Lavender),Lagerstroemia x fauriei 'Muskogee' STD,"9' X 3' X 2"" / Bowed trunk, trunk scars",30,Gallon,10,107.25,,FD,Tree,Tree,,9',3',https://cherrylake.com/images/web_photos/lagfamusc030_d_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,LAGFAMUSC045,Muskogee STD (Lavender),Lagerstroemia x fauriei 'Muskogee' STD,"12' X 5' X 2.5"" / full canopy",45,Gallon,197,250.0,,FA,Tree,Tree,,12',5',https://cherrylake.com/images/web_photos/lagfamusc045_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFAMUSC045,Muskogee STD (Lavender),Lagerstroemia x fauriei 'Muskogee' STD,"14' X 5' X 3"" / full canopy/small trunk scars",45,Gallon,18,250.0,,FP,Tree,Tree,,14',5',https://cherrylake.com/images/web_photos/lagfamusc045_p_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,LAGFAMUSC100,Muskogee STD (Lavender),Lagerstroemia x fauriei 'Muskogee' STD,"14' X 6' X 3.75"" / full canopy",100,Gallon,0,490.0,,FA,Tree,Tree,,14',6',https://cherrylake.com/images/web_photos/lagfamusc100_a_1.jpg,Variable,Medium,,Unknown,,Availability: Jan-26
CHERRYLAKE,LAGFANAMC003,Crape Myrtle Natchez MT (White),,"0' X 0' X 0"" /",3,Gallon,0,20.0,,FA,Tree,Tree,,,,https://cherrylake.com/images/web_photos/lagfanamc003_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANAMC015,Natchez MT (White),Lagerstroemia x fauriei 'Natchez' MT,"8' X 4' X 0"" / Good branching and structure.",15,Gallon,0,53.0,,FA,Tree,Tree,,8',4',https://cherrylake.com/images/web_photos/lagfanamc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANAMC015,Natchez MT (White),Lagerstroemia x fauriei 'Natchez' MT,"8' X 4' X 0"" /",15,Gallon,3,38.0,,FP,Tree,Tree,,8',4',https://cherrylake.com/images/web_photos/lagfanamc015_p_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,LAGFANAMC030,Natchez MT (White),Lagerstroemia x fauriei 'Natchez' MT,"8' X 5' X 1.5"" / Good structure, even branches.",30,Gallon,0,140.0,,FA,Tree,Tree,,8',5',https://cherrylake.com/images/web_photos/lagfanamc030_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANAMC030,Natchez MT (White),Lagerstroemia x fauriei 'Natchez' MT,"10' X 5' X 1.5"" /",30,Gallon,484,105.0,,FP,Tree,Tree,,10',5',https://cherrylake.com/images/web_photos/lagfanamc030_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANAMC045,Natchez MT (White),Lagerstroemia x fauriei 'Natchez' MT,"10' X 5' X 1.5"" / Good branching, consistent height and spread.",45,Gallon,450,250.0,,FA,Tree,Tree,,10',5',https://cherrylake.com/images/web_photos/lagfanamc045_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANAMC045,Natchez MT (White),Lagerstroemia x fauriei 'Natchez' MT,"10' X 4' X 0"" / 3-4 canes",45,Gallon,150,295.0,,FP,Tree,Tree,,10',4',https://cherrylake.com/images/web_photos/lagfanamc045_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANASC015,Natchez STD (White),Lagerstroemia  x fauriei,"9' X 2' X 1.25"" / Consistent in spread and height",15,Gallon,60,65.0,,FA,Tree,Tree,,9',2',https://cherrylake.com/images/web_photos/lagfanasc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANASC030,Natchez STD (White),Lagerstroemia x fauriei 'Natchez' STD,"9' X 3' X 2"" / Bowed trunk",30,Gallon,437,135.0,,FA,Tree,Tree,,9',3',https://cherrylake.com/images/web_photos/lagfanasc030_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANASC030,Natchez STD (White),Lagerstroemia x fauriei 'Natchez' STD,"9' X 3' X 1.75"" / Bowed trunk, messed up rootball",30,Gallon,6,86.25,,FD,Tree,Tree,,9',3',https://cherrylake.com/images/web_photos/lagfanasc030_d_1.jpg,Variable,Medium,,Unknown,,Availability: Limited Qty
CHERRYLAKE,LAGFANASC045,Natchez STD (White),Lagerstroemia x fauriei 'Natchez' STD,"12' X 5' X 2.5"" /",45,Gallon,295,294.0,,FA,Tree,Tree,,12',5',https://cherrylake.com/images/web_photos/lagfanasc045_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFANASC100,Natchez STD (White),Lagerstroemia x fauriei 'Natchez' STD,"14' X 6' X 3.75"" / full canopy",100,Gallon,63,700.0,,FA,Tree,Tree,,14',6',https://cherrylake.com/images/web_photos/lagfanasc100_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFATCMC015,Tuscarora MT (Dark Coral),Lagerstroemia x fauriei 'Tuscarora' MT,"6.5' X 2.5' X 0"" / Consistent height, good structure. Flushing",15,Gallon,0,50.0,,FA,Tree,Tree,,6.5',2.5',https://cherrylake.com/images/web_photos/lagfatcmc015_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFATCMC015,Tuscarora MT (Dark Coral),Lagerstroemia x fauriei 'Tuscarora' MT,"6.5' X 2' X 0"" / Flushing through, consistent height and spread.",15,Gallon,529,38.0,,FP,Tree,Tree,,6.5',2',https://cherrylake.com/images/web_photos/lagfatcmc015_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFATCMC030,Tuscarora MT (Dark Coral),Lagerstroemia x fauriei 'Tuscarora' MT,"8' X 3.5' X 1.5"" / Blooming, Good branch structure , uniform cane spacing, consistent height",30,Gallon,267,140.0,,FA,Tree,Tree,,8',3.5',https://cherrylake.com/images/web_photos/lagfatcmc030_a_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFATCMC030,Tuscarora MT (Dark Coral),Lagerstroemia x fauriei 'Tuscarora' MT,"8' X 3' X 0"" /",30,Gallon,475,105.0,,FP,Tree,Tree,,8',3',https://cherrylake.com/images/web_photos/lagfatcmc030_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFATCMC045,Tuscarora MT (Dark Coral),Lagerstroemia x fauriei 'Tuscarora' MT,"8' X 4' X 1.5"" / Good branching",45,Gallon,0,235.0,,FA,Tree,Tree,,10',6',https://cherrylake.com/images/web_photos/lagfatcmc045_a_1.jpg,Variable,Medium,,Unknown,,Availability: Nov-25
CHERRYLAKE,LAGFATCMC045,Tuscarora MT (Dark Coral),Lagerstroemia x fauriei 'Tuscarora' MT,"8.5' X 4' X 1.5"" / Consistent high, good branching",45,Gallon,804,125.0,,FP,Tree,Tree,,8.5',4',https://cherrylake.com/images/web_photos/lagfatcmc045_p_1.jpg,Variable,Medium,,Unknown,,
CHERRYLAKE,LAGFATCSC030,Crape Myrtle Tuscarora STD,,"9' X 1.5' X 1.5"" / *NON-CORE* /",30,Gallon,66,126.34,,FA,Tree,Tree,,9',1.5',https://cherrylake.com/images/web_photos/lagfatcsc030_a_1.jpg,Variable,Medium,,Unknown,,
